referral_lead_id,referring_partner_id,customer_id,country,service_type,industry,referred_at,matched_at,booked_at,resolved_at,referral_status,deal_size_estimate,urgency
RL01350,R015,C02493,DE,payroll,hospitality,2024-06-03,2024-06-04,2024-06-14,2024-07-09,booked,29401,medium
RL01351,R013,C02471,DE,audit,other,2024-07-09,2024-07-12,2024-07-17,2024-07-22,booked,13124,medium
RL01352,R015,,DE,bookkeeping,tech,2024-07-11,2024-07-13,,,matching,35514,high
RL01353,R016,C02827,DE,bookkeeping,other,2024-07-21,2024-07-24,2024-07-28,2024-08-20,booked,40011,high
RL01354,R014,,DE,audit,hospitality,2024-07-18,2024-07-19,,,negotiating,8105,low
RL01355,R014,C02943,DE,payroll,other,2024-07-20,2024-07-23,2024-07-29,2024-08-06,booked,36367,medium
RL01356,R014,C03006,DE,audit,tech,2024-07-14,2024-07-16,2024-07-21,2024-07-31,booked,31960,medium
RL01357,R016,C02741,DE,bookkeeping,tech,2024-07-19,2024-07-22,2024-07-31,2024-08-14,booked,41142,medium
RL01358,R014,,DE,accounting,tech,2024-07-08,2024-07-11,,2024-07-23,lost,10931,medium
RL01359,R014,,DE,tax_advisory,other,2024-07-06,2024-07-09,,,matching,36704,low
RL01360,R015,,DE,audit,hospitality,2024-07-05,2024-07-06,,2024-07-15,lost,19251,medium
RL01361,R014,,DE,bookkeeping,hospitality,2024-07-19,2024-07-20,,2024-07-26,lost,3620,high
RL01362,R016,C02623,DE,audit,tech,2024-07-13,2024-07-16,2024-07-20,2024-08-13,booked,19358,low
RL01363,R014,,DE,payroll,professional_services,2024-07-18,2024-07-19,,2024-08-02,lost,43832,high
RL01364,R014,,DE,tax_advisory,hospitality,2024-07-27,,,,pending,33240,medium
RL01365,R014,,DE,audit,professional_services,2024-07-11,2024-07-12,,,negotiating,21660,medium
RL01366,R013,,DE,accounting,hospitality,2024-08-28,2024-08-31,,,matching,21445,medium
RL01367,R013,,DE,accounting,professional_services,2024-08-05,2024-08-07,,,negotiating,10448,low
RL01368,R013,C02979,DE,audit,professional_services,2024-08-23,2024-08-24,2024-08-26,2024-09-09,booked,35876,medium
RL01369,R014,C02746,DE,tax_advisory,professional_services,2024-08-12,2024-08-13,2024-08-21,2024-09-10,booked,21232,medium
RL01370,R016,C02564,DE,payroll,other,2024-08-20,2024-08-23,2024-08-30,2024-09-20,booked,18168,medium
RL01371,R016,C02955,DE,audit,other,2024-08-01,2024-08-03,2024-08-12,2024-08-28,booked,40630,low
RL01372,R014,,DE,audit,tech,2024-08-11,2024-08-14,,,matching,22847,medium
RL01373,R014,C02503,DE,payroll,hospitality,2024-08-19,2024-08-20,2024-08-30,2024-09-16,booked,34392,low
RL01374,R013,,DE,bookkeeping,retail,2024-08-19,2024-08-22,,,negotiating,30282,high
RL01375,R016,,DE,audit,tech,2024-08-07,,,,pending,9953,medium
RL01376,R016,C02998,DE,accounting,professional_services,2024-08-22,2024-08-24,2024-08-26,2024-09-08,booked,19303,medium
RL01377,R013,,DE,audit,retail,2024-08-03,2024-08-06,,,negotiating,14590,low
RL01378,R013,,DE,accounting,tech,2024-08-11,2024-08-13,,2024-08-19,lost,42061,medium
RL01379,R013,C02555,DE,payroll,professional_services,2024-08-23,2024-08-25,2024-09-01,2024-09-21,booked,38452,high
RL01380,R015,C02964,DE,accounting,tech,2024-08-23,2024-08-25,2024-09-03,2024-09-10,booked,5142,medium
RL01381,R014,,DE,tax_advisory,professional_services,2024-09-25,,,,pending,23865,high
RL01382,R014,C02772,DE,tax_advisory,hospitality,2024-09-06,2024-09-09,2024-09-15,2024-09-23,booked,44890,low
RL01383,R016,,DE,bookkeeping,retail,2024-09-15,2024-09-16,,,matching,15122,medium
RL01384,R014,C02412,DE,accounting,retail,2024-09-06,2024-09-08,2024-09-18,2024-10-06,booked,35854,medium
RL01385,R015,,DE,audit,professional_services,2024-09-07,2024-09-08,,,matching,35306,medium
RL01386,R014,,DE,bookkeeping,other,2024-09-21,,,,pending,7198,high
RL01387,R014,,DE,accounting,retail,2024-09-26,2024-09-28,,,negotiating,10806,high
RL01388,R014,,DE,audit,tech,2024-09-19,2024-09-22,,,negotiating,3231,medium
RL01389,R015,C02403,DE,payroll,hospitality,2024-09-02,2024-09-05,2024-09-11,2024-09-18,booked,24646,medium
RL01390,R013,,DE,tax_advisory,professional_services,2024-09-18,2024-09-20,,2024-10-03,lost,5971,medium
RL01391,R013,,DE,audit,hospitality,2024-09-25,2024-09-27,,,matching,41822,medium
RL01392,R016,,DE,audit,tech,2024-09-14,2024-09-17,,2024-09-22,lost,5956,low
RL01393,R015,C02728,DE,audit,hospitality,2024-09-06,2024-09-09,2024-09-19,2024-10-08,booked,28649,low
RL01394,R015,,DE,bookkeeping,tech,2024-09-11,2024-09-13,,2024-09-20,lost,4505,high
RL01395,R013,,DE,bookkeeping,retail,2024-09-11,,,,pending,14460,medium
RL01396,R016,C03073,DE,bookkeeping,professional_services,2024-10-03,2024-10-04,2024-10-12,2024-10-26,booked,42460,medium
RL01397,R016,,DE,accounting,hospitality,2024-10-18,2024-10-21,,,negotiating,16630,low
RL01398,R015,C02949,DE,audit,tech,2024-10-22,2024-10-24,2024-10-31,2024-11-11,booked,40472,low
RL01399,R013,,DE,bookkeeping,tech,2024-10-23,2024-10-25,,,negotiating,12063,medium
RL01400,R016,C02732,DE,payroll,retail,2024-10-14,2024-10-15,2024-10-18,2024-10-29,booked,14047,low
RL01401,R016,,DE,tax_advisory,tech,2024-10-08,2024-10-09,,,matching,6300,medium
RL01402,R015,C02927,DE,audit,retail,2024-10-13,2024-10-14,2024-10-22,2024-11-03,booked,26875,medium
RL01403,R013,C02810,DE,accounting,other,2024-10-12,2024-10-14,2024-10-16,2024-10-22,booked,38436,medium
RL01404,R013,,DE,audit,retail,2024-10-13,,,,pending,3707,medium
RL01405,R013,C02652,DE,audit,hospitality,2024-10-04,2024-10-05,2024-10-09,2024-10-27,booked,41427,medium
RL01406,R015,,DE,audit,retail,2024-10-09,2024-10-10,,2024-10-25,lost,13994,medium
RL01407,R014,,DE,bookkeeping,retail,2024-10-14,2024-10-16,,2024-10-30,lost,29913,medium
RL01408,R015,C02815,DE,accounting,hospitality,2024-10-06,2024-10-07,2024-10-12,2024-11-06,booked,8370,medium
RL01409,R016,C02920,DE,tax_advisory,retail,2024-10-28,2024-10-29,2024-11-07,2024-11-15,booked,32521,medium
RL01410,R015,C03027,DE,bookkeeping,hospitality,2024-10-23,2024-10-24,2024-10-30,2024-11-24,booked,32596,medium
RL01411,R014,,DE,audit,other,2024-11-02,2024-11-03,,2024-11-12,lost,32922,high
RL01412,R015,,DE,tax_advisory,hospitality,2024-11-20,2024-11-23,,,matching,27382,medium
RL01413,R015,C03121,DE,accounting,retail,2024-11-27,2024-11-30,2024-12-03,2024-12-17,booked,33451,high
RL01414,R014,,DE,audit,professional_services,2024-11-06,,,,pending,41173,high
RL01415,R015,,DE,audit,retail,2024-11-11,2024-11-12,,2024-11-27,lost,16624,medium
RL01416,R015,,DE,payroll,retail,2024-11-12,2024-11-13,,,negotiating,19937,medium
RL01417,R013,,DE,tax_advisory,professional_services,2024-11-14,2024-11-17,,,negotiating,40595,high
RL01418,R016,C02684,DE,accounting,retail,2024-11-04,2024-11-06,2024-11-10,2024-11-25,booked,41525,high
RL01419,R015,,DE,bookkeeping,tech,2024-11-27,2024-11-29,,,negotiating,41246,medium
RL01420,R016,,DE,accounting,hospitality,2024-11-28,2024-12-01,,2024-12-07,lost,33508,medium
RL01421,R016,,DE,tax_advisory,retail,2024-11-08,2024-11-10,,2024-11-17,lost,29904,low
RL01422,R013,C03095,DE,audit,other,2024-11-07,2024-11-10,2024-11-20,2024-12-10,booked,5810,medium
RL01423,R015,,DE,payroll,other,2024-11-25,,,,pending,26342,medium
RL01424,R014,,DE,accounting,other,2024-11-04,2024-11-06,,2024-11-11,lost,28803,low
RL01425,R015,C02869,DE,payroll,retail,2024-11-26,2024-11-28,2024-12-07,2024-12-19,booked,39747,high
RL01426,R016,C02919,DE,payroll,other,2024-12-04,2024-12-05,2024-12-09,2024-12-28,booked,7507,medium
RL01427,R015,C02941,DE,tax_advisory,other,2024-12-27,2024-12-28,2025-01-01,2025-01-18,booked,30786,low
RL01428,R013,,DE,payroll,other,2024-12-05,,,,pending,27860,medium
RL01429,R016,,DE,bookkeeping,hospitality,2024-12-05,2024-12-06,,,matching,38662,high
RL01430,R015,C02983,DE,accounting,other,2024-12-10,2024-12-11,2024-12-13,2025-01-07,booked,26680,medium
RL01431,R013,,DE,bookkeeping,professional_services,2024-12-07,2024-12-09,,,negotiating,40115,low
RL01432,R016,C02587,DE,audit,other,2024-12-01,2024-12-04,2024-12-07,2024-12-23,booked,15493,medium
RL01433,R015,,DE,bookkeeping,retail,2024-12-23,2024-12-25,,,matching,3867,medium
RL01434,R014,,DE,audit,tech,2024-12-25,2024-12-27,,,matching,6981,low
RL01435,R014,C02640,DE,audit,retail,2024-12-27,2024-12-28,2024-12-31,2025-01-09,booked,25557,medium
RL01436,R014,C02481,DE,accounting,tech,2024-12-13,2024-12-15,2024-12-25,2025-01-13,booked,4214,medium
RL01437,R014,,DE,audit,professional_services,2024-12-21,,,,pending,5400,low
RL01438,R013,,DE,bookkeeping,tech,2024-12-04,2024-12-05,,,matching,31755,low
RL01439,R015,C03081,DE,audit,other,2024-12-21,2024-12-23,2024-12-25,2025-01-02,booked,9139,medium
RL01440,R016,C02625,DE,audit,professional_services,2024-12-02,2024-12-04,2024-12-09,2024-12-14,booked,15720,medium
RL01441,R020,,NL,accounting,retail,2023-01-22,2023-01-25,,2023-02-04,lost,24782,low
RL01442,R020,,NL,payroll,hospitality,2023-01-05,2023-01-07,,2023-01-20,lost,36786,low
RL01443,R019,,NL,tax_advisory,retail,2023-01-21,2023-01-24,,,matching,13737,medium
RL01444,R020,,NL,payroll,retail,2023-01-09,2023-01-12,,,matching,29488,low
RL01445,R019,,NL,payroll,tech,2023-01-24,2023-01-26,,2023-02-10,lost,16020,low
RL01446,R020,,NL,accounting,hospitality,2023-01-08,,,,pending,4121,medium
RL01447,R020,,NL,accounting,retail,2023-01-15,,,,pending,33295,low
RL01448,R018,,NL,audit,retail,2023-01-13,2023-01-14,,2023-01-28,lost,44969,medium
RL01449,R017,C03206,NL,payroll,tech,2023-01-19,2023-01-21,2023-01-25,2023-01-31,booked,30750,medium
RL01450,R017,C03406,NL,accounting,hospitality,2023-01-01,2023-01-04,2023-01-08,2023-01-22,booked,7590,medium
RL01451,R019,,NL,payroll,professional_services,2023-01-04,,,,pending,9260,medium
RL01452,R018,,NL,payroll,tech,2023-01-10,2023-01-12,,2023-01-24,lost,6768,low
RL01453,R020,,NL,payroll,professional_services,2023-01-27,2023-01-30,,,negotiating,8436,medium
RL01454,R017,,NL,bookkeeping,hospitality,2023-01-09,2023-01-10,,2023-01-22,lost,5733,high
RL01455,R017,C03189,NL,accounting,retail,2023-01-02,2023-01-04,2023-01-13,2023-01-28,booked,23688,medium
RL01456,R018,C03370,NL,bookkeeping,other,2023-02-10,2023-02-13,2023-02-18,2023-02-28,booked,28906,high
RL01457,R018,,NL,audit,other,2023-02-23,2023-02-25,,2023-03-04,lost,27096,medium
RL01458,R019,C03435,NL,accounting,professional_services,2023-02-20,2023-02-23,2023-02-26,2023-03-20,booked,10247,medium
RL01459,R020,,NL,accounting,hospitality,2023-02-20,,,,pending,13055,medium
RL01460,R018,C03239,NL,bookkeeping,retail,2023-02-17,2023-02-19,2023-03-01,2023-03-20,booked,3269,high
RL01461,R020,C03362,NL,tax_advisory,retail,2023-02-04,2023-02-06,2023-02-09,2023-02-24,booked,30867,low
RL01462,R020,C03349,NL,accounting,professional_services,2023-02-12,2023-02-14,2023-02-21,2023-02-27,booked,28102,low
RL01463,R017,,NL,audit,professional_services,2023-02-12,2023-02-14,,2023-02-23,lost,27747,low
RL01464,R017,,NL,tax_advisory,other,2023-02-18,2023-02-19,,,matching,34492,medium
RL01465,R020,,NL,tax_advisory,hospitality,2023-02-23,2023-02-26,,2023-03-11,lost,10535,medium
RL01466,R018,,NL,payroll,professional_services,2023-02-06,2023-02-09,,2023-02-19,lost,25401,medium
RL01467,R020,C03259,NL,accounting,tech,2023-02-22,2023-02-23,2023-03-04,2023-03-22,booked,18396,medium
RL01468,R018,C03424,NL,bookkeeping,hospitality,2023-02-16,2023-02-17,2023-02-26,2023-03-14,booked,17412,medium
RL01469,R018,C03243,NL,accounting,professional_services,2023-02-19,2023-02-20,2023-03-02,2023-03-08,booked,41833,medium
RL01470,R020,,NL,bookkeeping,other,2023-02-20,2023-02-21,,2023-03-08,lost,22632,low
RL01471,R019,,NL,payroll,hospitality,2023-03-17,2023-03-20,,,matching,27912,low
RL01472,R020,,NL,audit,hospitality,2023-03-15,2023-03-16,,2023-03-24,lost,33236,high
RL01473,R019,C03338,NL,bookkeeping,tech,2023-03-19,2023-03-21,2023-03-23,2023-04-14,booked,17937,low
RL01474,R018,,NL,bookkeeping,hospitality,2023-03-03,2023-03-05,,,negotiating,15417,medium
RL01475,R017,C03432,NL,audit,other,2023-03-05,2023-03-07,2023-03-13,2023-04-05,booked,14935,high
RL01476,R017,C03369,NL,bookkeeping,tech,2023-03-11,2023-03-12,2023-03-15,2023-03-26,booked,36060,medium
RL01477,R020,,NL,tax_advisory,hospitality,2023-03-24,2023-03-25,,,negotiating,30939,low
RL01478,R017,C03382,NL,audit,tech,2023-03-07,2023-03-09,2023-03-16,2023-03-29,booked,34067,low
RL01479,R019,,NL,tax_advisory,hospitality,2023-03-26,2023-03-29,,2023-04-03,lost,35707,medium
RL01480,R018,C03323,NL,payroll,retail,2023-03-25,2023-03-27,2023-04-05,2023-04-30,booked,8633,medium
RL01481,R018,C03407,NL,accounting,hospitality,2023-03-18,2023-03-21,2023-03-31,2023-04-11,booked,21873,medium
RL01482,R017,,NL,tax_advisory,hospitality,2023-03-02,2023-03-03,,,matching,15415,low
RL01483,R017,C03449,NL,payroll,professional_services,2023-03-15,2023-03-18,2023-03-27,2023-04-16,booked,37449,low
RL01484,R019,C03256,NL,bookkeeping,tech,2023-03-11,2023-03-13,2023-03-22,2023-04-04,booked,20402,medium
RL01485,R020,,NL,tax_advisory,tech,2023-03-18,2023-03-21,,2023-04-04,lost,21757,low
RL01486,R018,C03358,NL,tax_advisory,professional_services,2023-04-22,2023-04-24,2023-04-30,2023-05-22,booked,6830,medium
RL01487,R020,,NL,bookkeeping,professional_services,2023-04-15,2023-04-16,,2023-04-23,lost,29185,medium
RL01488,R017,C03191,NL,tax_advisory,professional_services,2023-04-28,2023-05-01,2023-05-03,2023-05-22,booked,30666,low
RL01489,R020,,NL,payroll,professional_services,2023-04-27,2023-04-29,,2023-05-09,lost,22069,medium
RL01490,R017,,NL,audit,retail,2023-04-22,2023-04-23,,2023-05-06,lost,42192,low
RL01491,R020,,NL,bookkeeping,other,2023-04-07,2023-04-09,,,negotiating,4817,medium
RL01492,R020,C03191,NL,audit,other,2023-04-16,2023-04-17,2023-04-24,2023-05-03,booked,6765,medium
RL01493,R019,,NL,bookkeeping,other,2023-04-15,2023-04-16,,2023-04-21,lost,22077,low
RL01494,R019,C03313,NL,accounting,hospitality,2023-04-15,2023-04-16,2023-04-26,2023-05-04,booked,44896,low
RL01495,R017,C03308,NL,payroll,retail,2023-04-24,2023-04-26,2023-04-30,2023-05-09,booked,39413,low
RL01496,R020,C03364,NL,bookkeeping,retail,2023-04-07,2023-04-10,2023-04-14,2023-04-28,booked,39923,high
RL01497,R020,,NL,bookkeeping,professional_services,2023-04-26,2023-04-28,,,negotiating,13846,medium
RL01498,R017,C03390,NL,audit,hospitality,2023-04-17,2023-04-19,2023-04-28,2023-05-07,booked,21494,medium
RL01499,R020,,NL,bookkeeping,retail,2023-04-09,2023-04-11,,,negotiating,15259,low
RL01500,R017,C03289,NL,payroll,other,2023-04-13,2023-04-15,2023-04-21,2023-05-05,booked,41213,high
RL01501,R017,,NL,accounting,professional_services,2023-05-27,2023-05-29,,2023-06-03,lost,12185,low
RL01502,R017,,NL,bookkeeping,tech,2023-05-07,2023-05-09,,2023-05-17,lost,19527,high
RL01503,R018,,NL,payroll,professional_services,2023-05-26,2023-05-29,,,negotiating,43062,low
RL01504,R020,,NL,tax_advisory,tech,2023-05-11,2023-05-12,,2023-05-18,lost,27925,high
RL01505,R017,,NL,bookkeeping,professional_services,2023-05-01,2023-05-02,,,negotiating,32593,medium
RL01506,R020,C03304,NL,bookkeeping,hospitality,2023-05-14,2023-05-17,2023-05-19,2023-05-27,booked,8554,high
RL01507,R019,C03209,NL,bookkeeping,other,2023-05-20,2023-05-23,2023-06-02,2023-06-25,booked,18941,low
RL01508,R020,C03349,NL,audit,retail,2023-05-11,2023-05-13,2023-05-20,2023-06-01,booked,22967,medium
RL01509,R018,C03293,NL,tax_advisory,tech,2023-05-05,2023-05-06,2023-05-10,2023-05-25,booked,42302,low
RL01510,R018,,NL,audit,hospitality,2023-05-27,2023-05-28,,2023-06-08,lost,12255,medium
RL01511,R017,C03440,NL,accounting,hospitality,2023-05-10,2023-05-11,2023-05-17,2023-06-09,booked,12685,low
RL01512,R020,,NL,bookkeeping,other,2023-05-23,2023-05-26,,2023-06-01,lost,22484,medium
RL01513,R018,C03267,NL,accounting,hospitality,2023-05-23,2023-05-26,2023-06-01,2023-06-10,booked,34631,high
RL01514,R019,C03347,NL,payroll,other,2023-05-12,2023-05-15,2023-05-25,2023-06-02,booked,38624,high
RL01515,R017,,NL,accounting,tech,2023-05-28,,,,pending,41252,medium
RL01516,R018,,NL,bookkeeping,tech,2023-06-03,2023-06-05,,2023-06-14,lost,33230,medium
RL01517,R018,,NL,bookkeeping,retail,2023-06-03,2023-06-06,,2023-06-21,lost,6921,low
RL01518,R018,,NL,audit,professional_services,2023-06-16,2023-06-18,,2023-06-25,lost,39276,high
RL01519,R019,,NL,tax_advisory,professional_services,2023-06-09,2023-06-12,,,matching,17959,low
RL01520,R020,,NL,payroll,retail,2023-06-01,2023-06-03,,,negotiating,33301,low
RL01521,R017,C03185,NL,accounting,professional_services,2023-06-25,2023-06-26,2023-07-05,2023-07-21,booked,24830,medium
RL01522,R017,C03355,NL,audit,professional_services,2023-06-15,2023-06-17,2023-06-25,2023-07-20,booked,21140,medium
RL01523,R018,,NL,accounting,hospitality,2023-06-24,2023-06-26,,,matching,22092,medium
RL01524,R017,C03225,NL,tax_advisory,hospitality,2023-06-04,2023-06-06,2023-06-16,2023-06-30,booked,22328,medium
RL01525,R018,C03214,NL,audit,hospitality,2023-06-28,2023-07-01,2023-07-06,2023-07-16,booked,7101,medium
RL01526,R020,,NL,tax_advisory,professional_services,2023-06-18,2023-06-20,,2023-06-25,lost,7388,medium
RL01527,R018,C03347,NL,bookkeeping,other,2023-06-04,2023-06-06,2023-06-09,2023-06-16,booked,28737,low
RL01528,R018,,NL,bookkeeping,tech,2023-06-05,2023-06-07,,2023-06-16,lost,7514,medium
RL01529,R018,,NL,bookkeeping,retail,2023-06-01,,,,pending,35631,low
RL01530,R017,C03534,NL,bookkeeping,other,2023-06-25,2023-06-27,2023-07-04,2023-07-23,booked,39935,medium
RL01531,R020,,NL,tax_advisory,professional_services,2023-07-24,,,,pending,20825,medium
RL01532,R018,C03390,NL,tax_advisory,tech,2023-07-02,2023-07-03,2023-07-12,2023-07-17,booked,12952,low
RL01533,R019,,NL,accounting,hospitality,2023-07-12,,,,pending,13125,medium
RL01534,R020,,NL,audit,retail,2023-07-10,2023-07-11,,,matching,36982,low
RL01535,R017,C03322,NL,accounting,hospitality,2023-07-19,2023-07-21,2023-07-26,2023-08-17,booked,17725,medium
RL01536,R020,,NL,bookkeeping,retail,2023-07-07,2023-07-08,,,negotiating,40229,low
RL01537,R018,,NL,audit,hospitality,2023-07-02,2023-07-04,,2023-07-13,lost,34386,high
RL01538,R017,C03278,NL,accounting,hospitality,2023-07-26,2023-07-28,2023-07-31,2023-08-20,booked,11286,medium
RL01539,R018,C03196,NL,bookkeeping,professional_services,2023-07-27,2023-07-30,2023-08-04,2023-08-12,booked,34623,medium
RL01540,R019,C03377,NL,audit,retail,2023-07-20,2023-07-21,2023-07-23,2023-08-06,booked,7919,medium
RL01541,R018,C03530,NL,bookkeeping,other,2023-07-25,2023-07-26,2023-08-01,2023-08-09,booked,37038,medium
RL01542,R020,C03238,NL,bookkeeping,retail,2023-07-07,2023-07-10,2023-07-20,2023-07-31,booked,42223,low
RL01543,R018,C03267,NL,accounting,hospitality,2023-07-02,2023-07-04,2023-07-14,2023-08-05,booked,43938,low
RL01544,R019,C03259,NL,bookkeeping,tech,2023-07-03,2023-07-05,2023-07-09,2023-08-01,booked,16296,medium
RL01545,R017,,NL,tax_advisory,hospitality,2023-07-07,2023-07-08,,2023-07-22,lost,36235,high
RL01546,R019,,NL,payroll,tech,2023-08-16,2023-08-18,,2023-08-30,lost,36878,medium
RL01547,R019,,NL,bookkeeping,other,2023-08-24,2023-08-27,,,negotiating,21360,medium
RL01548,R020,,NL,accounting,tech,2023-08-06,,,,pending,43246,low
RL01549,R018,C03575,NL,audit,hospitality,2023-08-09,2023-08-12,2023-08-14,2023-09-02,booked,3985,medium
RL01550,R018,,NL,tax_advisory,other,2023-08-22,2023-08-24,,,negotiating,12644,low
RL01551,R019,,NL,tax_advisory,retail,2023-08-18,2023-08-19,,,negotiating,19645,medium
RL01552,R018,C03378,NL,bookkeeping,professional_services,2023-08-12,2023-08-15,2023-08-23,2023-09-15,booked,7207,low
RL01553,R017,,NL,payroll,tech,2023-08-01,2023-08-02,,,negotiating,28575,low
RL01554,R018,,NL,audit,other,2023-08-13,2023-08-15,,,matching,4099,medium
RL01555,R020,C03343,NL,accounting,hospitality,2023-08-06,2023-08-07,2023-08-13,2023-08-23,booked,14826,low
RL01556,R019,,NL,audit,other,2023-08-12,2023-08-15,,,matching,25170,medium
RL01557,R018,C03452,NL,tax_advisory,tech,2023-08-22,2023-08-23,2023-08-28,2023-09-08,booked,16306,high
RL01558,R018,,NL,audit,professional_services,2023-08-08,,,,pending,42877,medium
RL01559,R018,,NL,tax_advisory,other,2023-08-16,2023-08-17,,2023-08-27,lost,6900,high
RL01560,R017,C03535,NL,audit,tech,2023-08-12,2023-08-13,2023-08-23,2023-09-10,booked,13950,medium
RL01561,R018,C03280,NL,bookkeeping,retail,2023-09-02,2023-09-04,2023-09-14,2023-10-01,booked,29306,medium
RL01562,R020,C03174,NL,tax_advisory,professional_services,2023-09-19,2023-09-20,2023-09-30,2023-10-07,booked,13559,low
RL01563,R018,C03222,NL,bookkeeping,retail,2023-09-10,2023-09-12,2023-09-18,2023-10-01,booked,26839,high
RL01564,R019,,NL,audit,tech,2023-09-27,2023-09-28,,2023-10-08,lost,3229,low
RL01565,R017,C03507,NL,bookkeeping,professional_services,2023-09-01,2023-09-04,2023-09-11,2023-09-21,booked,26523,medium
RL01566,R019,,NL,payroll,other,2023-09-07,2023-09-08,,2023-09-17,lost,15702,medium
RL01567,R019,C03253,NL,audit,other,2023-09-28,2023-09-29,2023-10-07,2023-10-12,booked,28579,low
RL01568,R017,,NL,payroll,tech,2023-09-03,2023-09-06,,,negotiating,25558,medium
